pmcid	doi	abstractText	pubYear	title	pmid	secondary_symbol	primary_symbol	type
PMC5037698	10.3390/ijms17091419	The nontoxic heat-labile toxin (LT) B subunit (LTB) was used as mucosal adjuvant experimentally. However, the mechanism of LTB adjuvant was still unclear. The LTB and enterovirus 71 (EV71) VP1 subunit (EVP1) were constructed in pET32 and expressed in E. coli BL21, respectively. The immunogenicity of purified EVP1 and the adjuvanticity of LTB were evaluated via intranasal immunization EVP1 plus LTB in Balb/c mice. In order to elucidate the proteome change triggered by the adjuvant of LTB, the proteomic profiles of LTB, EVP1, and LTB plus EVP1 were quantitatively analyzed by iTRAQ-LC-MS/MS (isobaric tags for relative and absolute quantitation; liquid chromatography-tandem mass spectrometry) in murine macrophage RAW264.7. The proteomic data were analyzed by bioinformatics and validated by western blot analysis. The predicted protein interactions were confirmed using LTB pull-down and the LTB processing pathway was validated by confocal microscopy. The results showed that LTB significantly boosted EVP1 specific systematic and mucosal antibodies. A total of 3666 differential proteins were identified in the three groups. Pathway enrichment of proteomic data predicted that LTB upregulated the specific and dominant MAPK (mitogen-activated protein kinase) signaling pathway and the protein processing in endoplasmic reticulum (PPER) pathway, whereas LTB or EVP1 did not significantly upregulate these two signaling pathways. Confocal microscopy and LTB pull-down assays confirmed that the LTB adjuvant was endocytosed and processed through endocytosis (ENS)-lysosomal-endoplasmic reticulum (ER) system.	2016	Quantitative Proteomic Analysis of Escherichia coli Heat-Labile Toxin B Subunit (LTB) with Enterovirus 71 (EV71) Subunit VP1. 	27618897	A2MP	A2MP1	secondary_symbol
PMC7338092	10.1074/mcp.ra120.001998	Perlecan is a critical proteoglycan found in the extracellular matrix (ECM) of cartilage. In healthy cartilage, perlecan regulates cartilage biomechanics and we previously demonstrated perlecan deficiency leads to reduced cellular and ECM stiffness <i>in vivo</i> This change in mechanics may lead to the early onset osteoarthritis seen in disorders resulting from perlecan knockdown such as Schwartz-Jampel syndrome (SJS). To identify how perlecan knockdown affects the material properties of developing cartilage, we used imaging and liquid chromatography-tandem mass spectrometry (LC-MS/MS) to study the ECM in a murine model of SJS, <i>Hspg2</i> <sup><i>C1532Y</i>-<i>Neo</i></sup> Perlecan knockdown led to defective pericellular matrix formation, whereas the abundance of bulk ECM proteins, including many collagens, increased. Post-translational modifications and ultrastructure of collagens were not significantly different; however, LC-MS/MS analysis showed more protein was secreted by <i>Hspg2</i> <sup><i>C1532Y</i>-<i>Neo</i></sup> cartilage <i>in vitro</i>, suggesting that the incorporation of newly synthesized ECM was impaired. In addition, glycosaminoglycan deposition was atypical, which may explain the previously observed decrease in mechanics. Overall, these findings provide insight into the influence of perlecan on functional cartilage assembly and the progression of osteoarthritis in SJS.	2020	Perlecan Knockdown Significantly Alters Extracellular Matrix Composition and Organization During Cartilage Development.	32381549	A2MP	A2MP1	secondary_symbol
NA	10.1016/j.mce.2005.10.004	The alpha 2 macroglobulins (A2M) are a family of abundant plasma proteins produced predominantly by the mammalian liver. Pregnancy zone proteins (PZP) of humans and rats are A2M family members that bind a wide variety of macromolecules including the important pregnancy-associated molecules such as vascular endothelial growth factor, placenta growth factor and glycodelin (also called PP14). Recently, a mouse gene analogous to PZP (A2M of pregnancy or A2Mp) was cloned. A2Mp has a unique pattern of expression in reproductive and cardiovascular tissues and, unexpectedly, is not expressed by liver. Since changes in heart function and remodeling of renal and uterine vasculature are amongst the earliest maternal responses to pregnancy, the product of the A2Mp gene has been postulated to systemically regulate these changes. A2Ms with and without non-covalently bound ligands also down regulate immune cell activation but promote immune cell migration, additional features associated with gestational success. Here, we review the A2M gene families of mice and humans, the predicted structural relationships between A2M and its pregnancy induced forms and the postulated roles for this gene family in normal pregnancy.	2005	Functions of alpha 2 macroglobulins in pregnancy.	16297527	A2MP	A2MP1	secondary_symbol
PMC9214531	10.1073/pnas.2119804119	Single-cell transcriptomics has revealed specific glial activation states associated with the pathogenesis of neurodegenerative diseases, such as Alzheimer’s and Parkinson’s disease. While these findings may eventually lead to new therapeutic opportunities, little is known about how these glial responses are reflected by biomarker changes in bodily fluids. Such knowledge, however, appears crucial for patient stratification, as well as monitoring disease progression and treatment responses in clinical trials. Here, we took advantage of well-described mouse models of β-amyloidosis and α-synucleinopathy to explore cerebrospinal fluid (CSF) proteome changes related to their respective proteopathic lesions. Nontargeted liquid chromatography-mass spectrometry revealed that the majority of proteins that undergo age-related changes in CSF of either mouse model were linked to microglia and astrocytes. Specifically, we identified a panel of more than 20 glial-derived proteins that were increased in CSF of aged β-amyloid precursor protein- and α-synuclein-transgenic mice and largely overlap with previously described disease-associated glial genes identified by single-cell transcriptomics. Our results also show that enhanced shedding is responsible for the increase of several of the identified glial CSF proteins as exemplified for TREM2. Notably, the vast majority of these proteins can also be quantified in human CSF and reveal changes in Alzheimer’s disease cohorts. The finding that cellular transcriptome changes translate into corresponding changes of CSF proteins is of clinical relevance, supporting efforts to identify fluid biomarkers that reflect the various functional states of glial responses in cerebral proteopathies, such as Alzheimer’s and Parkinson’s disease.	2022	Signatures of glial activity can be detected in the CSF proteome.	35666874	A2MP	A2MP1	secondary_symbol
NA	10.1095/biolreprod.104.029835	Full-length cDNA for a mouse gene A2-macroglobulin induced by pregnancy (A2mp) was cloned from mesometrial decidua at Gestation Day 10. The 4622-base pair cDNA encodes a protein of 1473 AA with >70% sequence identity and all typical domains of other A2M-family members in humans and rodents, despite unique absence of hepatic expression. The bait region is most distinct and has the greatest sequence similarity with rat acute-phase A2m. Northern blotting, reverse transcription and real-time-PCR, and in situ hybridization studies using C57Bl/6 mice revealed uterine induction of A2mp during decidualization and strong, midgestational association with modifying spiral arteries. Ovaries, testes, lactating mammary glands, heart, and kidney were the only additional organs with A2mp expression that was localized to granulosa and cumulus cells in secondary follicles; primary seminiferous epithelium, including Sertoli cells, mammary alveolar, and ductal epithelium; cardiac endothelium; and renal collecting tubules, respectively. Infusion of native human A2M into pregnant alymphoid or interferon-gamma gene-ablated mice overcame blocks to pregnancy-induced spiral artery modification in these strains. Activated human A2M was also effective, suggesting mechanisms independent of proteinase inhibition. Identification of cytokines, growth factors, or other molecules bound to A2MP should provide new insights into decidualization, spiral artery modification, and cardiovascular adaptation to pregnancy.	2005	Characterization of a murine alpha 2 macroglobulin gene expressed in reproductive and cardiovascular tissue.	15355875	A2MP	A2MP1	secondary_symbol
PMC7094459	10.1016/j.jde.2019.03.005	In this paper, we study a susceptible-infectious-recovered (SIRS) epidemic model with a generalized nonmonotone and saturated incidence rate kI2S1+βI+αI2 , in which the infection function first increases to a maximum when a new infectious disease emerges, then decreases due to psychological effect, and eventually tends to a saturation level due to crowding effect. It is shown that there are a weak focus of multiplicity at most two and a cusp of codimension at most two for various parameter values, and the model undergoes saddle-node bifurcation, Bogdanov-Takens bifurcation of codimension two, Hopf bifurcation, and degenerate Hopf bifurcation of codimension two as the parameters vary. It is shown that there exists a critical value α=α0 for the psychological effect, and two critical values k=k0,k1(k0<k1) for the infection rate such that: (i) when α>α0 , or α≤α0 and k≤k0 , the disease will die out for all positive initial populations; (ii) when α=α0 and k0<k≤k1 , the disease will die out for almost all positive initial populations; (iii) when α=α0 and k>k1 , the disease will persist in the form of a positive coexistent steady state for some positive initial populations; and (iv) when α<α0 and k>k0 , the disease will persist in the form of multiple positive periodic coexistent oscillations and coexistent steady states for some positive initial populations. Numerical simulations, including the existence of one or two limit cycles and data-fitting of the influenza data in Mainland China, are presented to illustrate the theoretical results.	2019	Bifurcation analysis of an SIRS epidemic model with a generalized nonmonotone and saturated incidence rate.	32226129	A2MP	A2MP1	secondary_symbol
PMC2804868	10.1002/gepi.20294	Common diseases with a genetic basis are likely to have a very complex etiology, in which the mapping between genotype and phenotype is far from straightforward. A new comprehensive statistical and computational strategy for identifying the missing link between genotype and phenotype has been proposed, which emphasizes the need to address heterogeneity in the first stage of any analysis and gene-gene interactions in the second stage. We applied this two-stage analysis strategy to late-onset Alzheimer disease (LOAD) data, which included functional and positional candidate genes and markers in a region of interest on chromosome 10. Bayesian classification found statistically significant clusterings for independent family-based and case-control datasets, which used the same five markers in leucine-rich repeat transmembrane neuronal 3 (LRRTM3) as the most influential in determining cluster assignment. In subsequent analyses to detect main effects and gene-gene interactions, markers in three genes--urokinase-type plasminogen activator (PLAU), angiotensin 1 converting enzyme (ACE) and cell division cycle 2 (CDC2)--were found to be associated with LOAD in particular subsets of the data based on their LRRTM3 multilocus genotype. All of these genes are viable candidates for LOAD based on their known biological function, even though PLAU, CDC2 and LRRTM3 were initially identified as positional candidates. Further studies are needed to replicate these statistical findings and to elucidate possible biological interaction mechanisms between LRRTM3 and these genes.	2008	Confronting complexity in late-onset Alzheimer disease: application of two-stage analysis approach addressing heterogeneity and epistasis.	18076107	A2MP	A2MP1	secondary_symbol
PMC2967520	10.1530/rep.0.1260149	In primates, including women, and in rodents, natural killer lymphocytes (NK cells) have a unique relationship with the decidualizing uterus. Implantation sites from genetically modified and transplanted mice have proven useful models for understanding potential mechanisms involved in the recruitment, activation and functions of human CD56(bright) uterine (u)NK cells. Key findings are reviewed in this article. In mice, uNK precursor cells are recruited from secondary lymphoid tissues and are activated coincident with their uterine arrival. uNK cells proliferate, produce cytokines (interferon gamma (IFN-gamma) and interleukin 18 (IL-18) and IL-27), and terminally differentiate into granulated lymphocytes. Many uNK cells proliferate within the myometrium at each implantation site forming a structure, the mesometrial lymphoid aggregate of pregnancy (MLAp) that surrounds blood vessels servicing each placenta. Post-mitotic uNK cells are abundant within decidua basalis; frequently (<25%) associating with spiral arteries, intramurally and intraluminally. From mid-gestation, numbers of uNK cells decline. Studies of implantation sites in mice lacking uNK cells, IFN-gamma, components of IFN-gamma-induction and -signalling pathways or IFN-gamma-regulated genes indicate that uNK cell-derived IFN-gamma is essential in triggering pregnancy-induced spiral artery modification. Decidual maintenance and uNK cell death are additional effects of uNK cell-derived IFN-gamma. Thus, during the first half of gestation, uNK cells contribute to and sustain important changes in the maternal placental bed.	2003	Uterine natural killer cells: insights into their cellular and molecular biology from mouse modelling.	12887272	A2MP	A2MP1	secondary_symbol
PMC7237407	10.1038/s41598-020-65513-z	An amendment to this paper has been published and can be accessed via a link at the top of the paper.	2020	Author Correction: Comparative Proteomic Analysis in Scar-Free Skin Regeneration in Acomys cahirinus and Scarring Mus musculus.	32433574	A2MP	A2MP1	secondary_symbol
PMC8724722	10.2147/ijgm.s336105	"<h4>Background</h4>Tumor microenvironment (TME) refers to the cellular environment where tumors exist, including immune cells, fibroblasts, stromal cells, chemokines, etc. TME is closely related to the prognosis of various tumors; nevertheless, limited studies have established predictive prognosis models based on TME. This work aims to construct a survival prediction model for melanoma patients based on TME.<h4>Methods</h4>Data of 482 melanoma patients were extracted from The Cancer Genome Atlas (TCGA) database. Based on the infiltration of immune cells (Immune score), stromal cells (Stromal score), and tumor purity (Estimate score), the ""Estimate"" algorithm was used to construct 3 scores for each patient. To identify the differentially expressed genes (DEGs), Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) enrichment analyses were conducted using DAVID database and visualized using the R software. The STRING database was used to construct the protein-protein interaction (PPI) network and functional modules. <i>FGD2</i> expression was confirmed via Western Blotting and quantitative reverse transcription PCR (RT-qPCR) analyses.<h4>Results</h4>Patients with higher immune scores estimate scores showed better OS than those with lower scores. All three scores were related to age and primary tumor stage. Further, DEGs between patients with high immune/stromal scores and low immune/stromal scores were screened. Eventually, 10 down-regulated DEGs and 201 up-regulated DEGs were identified as TME associated genes. Out of these, the <i>FGD2</i> gene demonstrated close association with survival and was confirmed in the included melanoma patients.<h4>Conclusion</h4>In summary, TME is closely associated with the prognosis of melanoma patients. Besides, genes including <i>FGD2</i> promote the TME-mediated regulation of melanoma."	2021	Immune Score Indicator for the Survival of Melanoma Patients Based on Tumor Microenvironment.	35002296	A2MP	A2MP1	secondary_symbol
PMC7693727	10.3390/cancers12113221	Loss of skeletal muscle mass in cancer cachexia is recognized as a predictor of mortality. This study aimed to characterize the changes in the muscle secretome associated with cancer cachexia to gain a better understanding of the mechanisms involved and to identify secreted proteins which may reflect this wasting process. The changes in the muscle proteome of the C26 model were investigated by label-free proteomic analysis followed by a bioinformatic analysis in order to identify potentially secreted proteins. Multiple reaction monitoring and Western blotting were used to verify the presence of candidate proteins in the circulation. Our results revealed a marked increased muscular production of several acute phase reactants (APR: Haptoglobin, Serine protease inhibitor A3N, Complement C3, Serum amyloid A-1 protein) which are released in the circulation during C26 cancer cachexia. This was confirmed in other models of cancer cachexia as well as in cancer patients. Glucocorticoids and proinflammatory cytokines are responsible for an increased production of APR by muscle cells. Finally, their muscular expressions are strongly positively correlated with body weight loss as well as the muscular induction of atrogens. Our study demonstrates therefore a marked increased production of APR by the muscle in cancer cachexia.	2020	Marked Increased Production of Acute Phase Reactants by Skeletal Muscle during Cancer Cachexia. 	33142864	A2MP	A2MP1	secondary_symbol
PMC2821734	10.1002/ajmg.b.30899	Alzheimer's disease (AD) is the most common form of progressive dementia in the elderly. It is a neurodegenerative disorder characterized by the neuropathologic findings of neurofibrillary tangles and amyloid plaques that accumulate in vulnerable brain regions. AD etiology has been studied by many groups, but since the discovery of the APOE epsilon4 allele, no further genes have been mapped conclusively to late-onset AD (LOAD). In this study, we examined genetic association with LOAD susceptibility in 738 Caucasian families (4,704 individuals) and an independent case-control dataset with 296 cases and 566 controls exploring 11 candidate genes (47 SNPs common to both samples). In addition to tests for main effects and haplotypes, the MDR-PDT was used to search for gene-gene interactions in the family data. We observed significant haplotype effects in ACE in family and case-control samples using standard and cladistic haplotype models. ACE was also part of significant 2 and 3-locus MDR-PDT joint effects models with Alpha-2-Macroglobulin (A2M), which mediates the clearance of Abeta, and Leucine-Rich Repeat Transmembrane-3 (LRRTM3), a nested gene in Alpha-3 Catenin (CTNNA3) which binds Presenilin-1. This result did not replicate in the case-control sample, and may not be a true positive. These genes are related to Abeta clearance; thus this constellation of effects might constitute an axis of susceptibility for LOAD. The consistent ACE haplotype result between independent family-based and unrelated case-control datasets is strong evidence in favor of ACE as a susceptibility locus for AD, and replicates results from several other studies in a large sample.	2009	An association analysis of Alzheimer disease candidate genes detects an ancestral risk haplotype clade in ACE and putative multilocus association between ACE, A2M, and LRRTM3.	19105203	A2MP	A2MP1	secondary_symbol
NA	10.1006/geno.2000.6163	We developed a sequence-ready physical map of a part of human chromosome 12p12.3-p13.2 where the natural killer gene complex (NKC) is located. The NKC includes a cluster of genes with structure similar to that of the Ca(2+)-dependent lectin superfamily of glycoproteins that are expressed on the surface of most natural killer (NK) cells and a subset of T cells. These killer cell lectin-like receptors (KLR) are involved in NK target cell recognition, leading to activation or inhibition of NK cell function. We used a number of sequence-tagged site (STS) markers from this region to screen two large insert bacterial artificial chromosome (BAC) libraries and a bacteriophage P1-derived (PAC) chromosome library. The clones were assembled into contiguous sets by STS content analysis. The 72-BAC and 11-PAC contig covers nearly 2 Mb of DNA and provides an average marker resolution of 26 kb. We have precisely localized 17 genes, 5 expressed sequence tags, and 49 STSs within this contig. Of this total number of STS, 30 are newly developed by clone-end sequencing. We established the order of the genes as tel-M6PR-MAFAL (HGMW-approved symbol KLRG1)-A2M-PZP-A2MP-NKRP1A (HGMW-approved symbol KLRB1)-CD69-AICL (HGMW-approved symbol CLECSF2)-KLRF1-OLR1-CD94 (HGMW-approved symbol KLRD1)-NKG2D (HGMW-approved symbol D12S2489E)-PGFL-NKG2F (HGMW-approved symbol KLRC4)-NKG2E (HGMW-approved symbol KLRC3)-NKG2A (HGMW-approved symbol KLRC1)-LY49L (HGMW-approved symbol KLRA1)-cen. This map would facilitate the cloning of new KLR genes and the complete sequencing of this region.	2000	A sequence-ready physical map of the region containing the human natural killer gene complex on chromosome 12p12.3-p13.2.	10783260	A2MP	A2MP1	secondary_symbol
PMC7292149	10.3389/fimmu.2020.01110	<b>Background:</b> MiR-146a is an important regulator of innate inflammatory responses and is also implicated in cell death and survival. <b>Methods:</b> By sorting CNS resident cells, microglia were the main cellular source of miR-146a. Therefore, we investigated microglia function and phenotype in miR-146a knock-out (KO) mice, analyzed the proteome of KO and wild-type (WT) microglia by LC-MS/MS, and examined miR-146a expression in different brain lesions of patients with multiple sclerosis (MS). <b>Results:</b> When stimulated with LPS or myelin <i>in vitro</i>, microglia from KO mice expressed higher levels of IL-1β, TNF, IL-6, IL-10, CCL3, and CCL2 compared to WT. Stimulation increased migration and phagocytosis of WT but not KO microglia. CD11c<sup>+</sup> microglia were induced by cuprizone (CPZ) in the WT mice but less in the KO. The proteome of <i>ex vivo</i> microglia was not different in miR-146a KO compared to WT mice, but CPZ treatment induced differential and reduced protein responses in the KO: GOT1, COX5b, CRYL1, and cystatin-C were specifically changed in KO microglia. We explored discriminative features of microglia proteomes: sparse Partial Least Squares-Discriminant Analysis showed the best discrimination when control and CPZ-treated conditions were compared. Cluster of ten proteins separated WT and miR-146a KO microglia after CPZ: among them were sensomes allowing to perceive the environment, Atp1a3 that belongs to the signature of CD11c<sup>+</sup> microglia, and proteins related to inflammatory responses (S100A9, Ppm1g). Finally, we examined the expression of miR-146a and its validated target genes in different brain lesions of MS patients. MiR-146 was upregulated in all lesion types, and the highest expression was in active lesions. Nineteen of 88 validated target genes were significantly changed in active lesions, while none were changed in NAWM. <b>Conclusion:</b> Our data indicated that microglia is the major source of miR-146a in the CNS. The absence of miR-146a differentially affected microglia function and proteome, and miR-146a may play an important role in gene regulation of active MS lesions.	2020	Absence of miRNA-146a Differentially Alters Microglia Function and Proteome.	32582192	A2MP	A2MP1	secondary_symbol
PMC3340370	10.1371/journal.pone.0030144	The 3,000 oil/gas structures currently deployed in the northern Gulf of Mexico (GOM) provide hard substratum for marine organisms in a region where such has been rare since the Holocene. The major exception to this are the Flower Garden Banks (FGB). Corals are known to have colonized oil/gas platforms around the FGB, facilitating biogeographic expansion. We ask the question, what are the patterns of genetic affinity in these coral populations. We sampled coral tissue from populations of two species occurring on oil and gas platforms: Madracis decactis (hermatype) and Tubastraea coccinea (invasive ahermatype). We sampled 28 platforms along four transects from 20 km offshore to the continental shelf edge off 1) Matagorda Island, TX; 2) Lake Sabine, TX; 3) Terrebonne Bay, LA; and 4) Mobile, AL. The entire population of M. decactis was sampled between depths of 5 m and 37 m. T. coccinea populations were sub-sampled. Genetic variation was assessed using the PCR-based Amplified Fragment Length Polymorphisms (AFLPs). Data were analyzed via AFLPOP and STRUCTURE. Genetic connectivity among M. decactis platform populations was highest near the FGB and decreased to the east. Connectivity increased again in the eastern sector, indicating isolation between the populations from different sides of the Mississippi River (Transects 3 and 4). A point-drop in genetic affinity (relatedness) at the shelf edge south of Terrebonne Bay, LA indicated a population differing from all others in the northern GOM. Genetic affinities among T. coccinea were highest in the west and decreased to the east. Very low genetic affinities off Mobile, AL indicated a dramatic difference between those populations and those west of the Mississippi River, apparently a formidable barrier to larval dispersal.	2012	Genetic connectivity in scleractinian corals across the Northern Gulf of Mexico: oil/gas platforms, and relationship to the Flower Garden Banks.	22558066	A2MP	A2MP1	secondary_symbol
PMC5296798	10.1523/jneurosci.2267-16.2016	The mammalian inner ear (IE) subserves auditory and vestibular sensations via highly specialized cells and proteins. Sensory receptor hair cells (HCs) are necessary for transducing mechanical inputs and stimulating sensory neurons by using a host of known and as yet unknown protein machinery. To understand the protein composition of these unique postmitotic cells, in which irreversible protein degradation or damage can lead to impaired hearing and balance, we analyzed IE samples by tandem mass spectrometry to generate an unbiased, shotgun-proteomics view of protein identities and abundances. By using Pou4f3/eGFP-transgenic mice in which HCs express GFP driven by Pou4f3, we FACS purified a population of HCs to analyze and compare the HC proteome with other IE subproteomes from sensory epithelia and whole IE. We show that the mammalian HC proteome comprises hundreds of uniquely or highly expressed proteins. Our global proteomic analysis of purified HCs extends the existing HC transcriptome, revealing previously undetected gene products and isoform-specific protein expression. Comparison of our proteomic data with mouse and human databases of genetic auditory/vestibular impairments confirms the critical role of the HC proteome for normal IE function, providing a cell-specific pool of candidates for novel, important HC genes. Several proteins identified exclusively in HCs by proteomics and verified by immunohistochemistry map to human genetic deafness loci, potentially representing new deafness genes.<h4>Significance statement</h4>Hearing and balance rely on specialized sensory hair cells (HCs) in the inner ear (IE) to convey information about sound, acceleration, and orientation to the brain. Genetically and environmentally induced perturbations to HC proteins can result in deafness and severe imbalance. We used transgenic mice with GFP-expressing HCs, coupled with FACS sorting and tandem mass spectrometry, to define the most complete HC and IE proteome to date. We show that hundreds of proteins are uniquely identified or enriched in HCs, extending previous gene expression analyses to reveal novel HC proteins and isoforms. Importantly, deafness-linked proteins were significantly enriched in HCs, suggesting that this in-depth proteomic analysis of IE sensory cells may hold potential for deafness gene discovery.	2017	Global Analysis of Protein Expression of Inner Ear Hair Cells.	28039372	A2MP	A2MP1	secondary_symbol
PMC6957500	10.1038/s41598-019-56823-y	The spiny mouse, Acomys cahirinus displays a unique wound healing ability with regeneration of all skin components in a scar-free manner. To identify orchestrators of this regenerative response we have performed proteomic analyses of skin from Acomys and Mus musculus before and after wounding. Of the ~2000 proteins identified many are expressed at similar levels in Acomys and Mus, but there are significant differences. Following wounding in Mus the complement and coagulation cascades, PPAR signaling pathway and ECM-receptor interactions predominate. In Acomys, other pathways predominate including the Wnt, MAPK, the ribosome, proteasome, endocytosis and tight junction pathways. Notable among Acomys specific proteins are several ubiquitin-associated enzymes and kinases, whereas in Mus immuno-modulation proteins characteristic of inflammatory response are unique or more prominent. ECM proteins such as collagens are more highly expressed in Mus, but likely more important is the higher expression of matrix remodeling proteases in Acomys. Another distinctive difference between Acomys and Mus lies in the macrophage-produced arginase 1 is found in Mus whereas arginase 2 is found in Acomys. Thus, we have identified several avenues for experimental approaches whose aim is to reduce the fibrotic response that the typical mammal displays in response to wounding.	2020	Comparative Proteomic Analysis in Scar-Free Skin Regeneration in Acomys cahirinus and Scarring Mus musculus.	31932597	A2MP	A2MP1	secondary_symbol
PMC2980860	10.1016/j.neurobiolaging.2010.03.025	Alzheimer's disease (AD) is a complex disorder with a clear genetic component. Three genes have been identified as the cause of early onset familial AD (EOAD). The most common form of the disease, late onset Alzheimer's disease (LOAD), is, however, a sporadic one presenting itself in later stages of life. The genetic component of this late onset form of AD has been the target of a large number of studies, because only one genetic risk factor (APOE4) has been consistently associated with the disease. However, technological advances allow new approaches in the study of complex disorders. In this review, we discuss the new results produced by genome wide association studies, in light of the current knowledge of the complexity of AD genetics.	2012	The genetic architecture of Alzheimer's disease: beyond APP, PSENs and APOE.	20594621	A2MP	A2MP1	secondary_symbol
PMC4538681	10.1073/pnas.1510111112	Compartmentalization and polarized protein trafficking are essential for many cellular functions. The photoreceptor outer segment (OS) is a sensory compartment specialized for phototransduction, and it shares many features with primary cilia. As expected, mutations disrupting protein trafficking to cilia often disrupt protein trafficking to the OS and cause photoreceptor degeneration. Bardet-Biedl syndrome (BBS) is one of the ciliopathies associated with defective ciliary trafficking and photoreceptor degeneration. However, precise roles of BBS proteins in photoreceptor cells and the underlying mechanisms of photoreceptor degeneration in BBS are not well understood. Here, we show that accumulation of non-OS proteins in the OS underlies photoreceptor degeneration in BBS. Using a newly developed BBS mouse model [Leucine zipper transcription factor-like 1 (Lztfl1)/Bbs17 mutant], isolated OSs, and quantitative proteomics, we determined 138 proteins that are enriched more than threefold in BBS mutant OS. In contrast, only eight proteins showed a more than threefold reduction. We found striking accumulation of Stx3 and Stxbp1/Munc18-1 and loss of polarized localization of Prom1 within the Lztfl1 and Bbs1 mutant OS. Ultrastructural analysis revealed that large vesicles are formed in the BBS OS, disrupting the lamellar structure of the OS. Our findings suggest that accumulation (and consequent sequestration) of non-OS proteins in the OS is likely the primary cause of photoreceptor degeneration in BBS. Our data also suggest that a major function of BBS proteins in photoreceptors is to transport proteins from the OS to the cell body or to prevent entry of non-OS proteins into the OS.	2015	Accumulation of non-outer segment proteins in the outer segment underlies photoreceptor degeneration in Bardet-Biedl syndrome.	26216965	A2MP	A2MP1	secondary_symbol
PMC3110051	10.1038/ejhg.2011.22	Our specific aims were to evaluate the power of bivariate analysis and to compare its performance with traditional univariate analysis in samples of unrelated subjects under varying sampling selection designs. Bivariate association analysis was based on the seemingly unrelated regression (SUR) model that allows different genetic models for different traits. We conducted extensive simulations for the case of two correlated quantitative phenotypes, with the quantitative trait locus making equal or unequal contributions to each phenotype. Our simulation results confirmed that the power of bivariate analysis is affected by the size, direction and source of the phenotypic correlations between traits. They also showed that the optimal sampling scheme depends on the size and direction of the induced genetic correlation. In addition, we demonstrated the efficacy of SUR-based bivariate test by applying it to a real Genome-Wide Association Study (GWAS) of Bone Mineral Density (BMD) values measured at the lumbar spine (LS) and at the femoral neck (FN) in a sample of unrelated males with low BMD (LS Z-scores ≤ -2) and with high BMD (LS and FN Z-scores >0.5). A substantial amount of top hits in bivariate analysis did not reach nominal significance in any of the two single-trait analyses. Altogether, our studies suggest that bivariate analysis is of practical significance for GWAS of correlated phenotypes.	2011	Bivariate association analysis in selected samples: application to a GWAS of two bone mineral density phenotypes in males with high or low BMD.	21427758	A2MP	A2MP1	secondary_symbol
PMC1480234	NA	Genes are discovered almost on a daily basis and new names have to be found. Although there are guidelines for gene nomenclature, the naming process is highly creative. Human genes are often named with a gene symbol and a longer, more descriptive term; the short form is very often an abbreviation of the long form. Abbreviations in biomedical language are highly ambiguous, i.e., one gene symbol often refers to more than one gene. Using an existing abbreviation expansion algorithm,we explore MEDLINE for the use of human gene symbols derived from LocusLink. It turns out that just over 40% of these symbols occur in MEDLINE, however, many of these occurrences are not related to genes. Along the process of making an inventory, a disambiguation test collection is constructed automatically.	2003	Ambiguity of human gene symbols in LocusLink and MEDLINE: creating an inventory and a disambiguation test collection.	14728264	A2MP	A2MP1	secondary_symbol
PMC6179157	10.1002/ajmg.b.32499	Alzheimer's disease (AD) (MIM: 104300) is a highly heritable disease with great complexity in its genetic contributors, and represents the most common form of dementia. With the gradual aging of the world's population, leading to increased prevalence of AD, and the substantial cost of care for those afflicted, identifying the genetic causes of disease represents a critical effort in identifying therapeutic targets. Here we provide a comprehensive review of genomic studies of AD, from the earliest linkage studies identifying monogenic contributors to early-onset forms of AD to the genome-wide and rare variant association studies of recent years that are being used to characterize the mosaic of genetic contributors to late-onset AD (LOAD), and which have identified approximately ∼20 genes with common variants contributing to LOAD risk. In addition, we explore studies employing alternative approaches to identify genetic contributors to AD, including studies of AD-related phenotypes and multi-variant association studies such as pathway analyses. Finally, we introduce studies of next-generation sequencing, which have recently helped identify multiple low-frequency and rare variant contributors to AD, and discuss on-going efforts with next-generation sequencing studies to develop statistically well- powered and comprehensive genomic studies of AD. Through this review, we help uncover the many insights the genetics of AD have provided into the pathways and pathophysiology of AD. © 2016 Wiley Periodicals, Inc.	2017	Genomic variants, genes, and pathways of Alzheimer's disease: An overview.	27943641	A2MP	A2MP1	secondary_symbol
