pmcid	doi	abstractText	pubYear	title	pmid	primary_symbol	secondary_symbol	type
PMC9907120	10.1073/pnas.2219264119	NA	2022	Correction for Fan et al., <i>Arabidopsis</i> AAR2, a conserved splicing factor in eukaryotes, acts in microRNA biogenesis.	36534814	AAR2	C20orf4	primary_symbol
PMC9629490	10.1107/s2059798322009755	Small nuclear ribonucleoprotein complexes (snRNPs) represent the main subunits of the spliceosome. While the assembly of the snRNP core particles has been well characterized, comparably little is known of the incorporation of snRNP-specific proteins and the mechanisms of snRNP recycling. U5 snRNP assembly in yeast requires binding of the the Aar2 protein to Prp8p as a placeholder to preclude premature assembly of the SNRNP200 helicase, but the role of the human AAR2 homolog has not yet been investigated in detail. Here, a crystal structure of human AAR2 in complex with the RNase H-like domain of the U5-specific PRPF8 (PRP8F RH) is reported, revealing a significantly different interaction between the two proteins compared with that in yeast. Based on the structure of the AAR2-PRPF8 RH complex, the importance of the interacting regions and residues was probed and AAR2 variants were designed that failed to stably bind PRPF8 in vitro. Protein-interaction studies of AAR2 with U5 proteins using size-exclusion chromatography reveal similarities and marked differences in the interaction patterns compared with yeast Aar2p and imply phosphorylation-dependent regulation of AAR2 reminiscent of that in yeast. It is found that in vitro AAR2 seems to lock PRPF8 RH in a conformation that is only compatible with the first transesterification step of the splicing reaction and blocks a conformational switch to the step 2-like, Mg<sup>2+</sup>-coordinated conformation that is likely during U5 snRNP biogenesis. These findings extend the picture of AAR2 PRP8 interaction from yeast to humans and indicate a function for AAR2 in the spliceosomal assembly process beyond its role as an SNRNP200 placeholder in yeast.	2022	Structural and functional investigation of the human snRNP assembly factor AAR2 in complex with the RNase H-like domain of PRPF8.	36322420	AAR2	C20orf4	primary_symbol
PMC9565372	10.1073/pnas.2208415119	MicroRNAs (miRNAs) play an essential role in plant growth and development, and as such, their biogenesis is fine-tuned via regulation of the core microprocessor components. Here, we report that <i>Arabidopsis</i> AAR2, a homolog of a U5 snRNP assembly factor in yeast and humans, not only acts in splicing but also promotes miRNA biogenesis. AAR2 interacts with the microprocessor component hyponastic leaves 1 (HYL1) in the cytoplasm, nucleus, and dicing bodies. In <i>aar2</i> mutants, abundance of nonphosphorylated HYL1, the active form of HYL1, and the number of HYL1-labeled dicing bodies are reduced. Primary miRNA (pri-miRNA) accumulation is compromised despite normal promoter activities of <i>MIR</i> genes in <i>aar2</i> mutants. RNA decay assays show that the <i>aar2-1</i> mutation leads to faster degradation of pri-miRNAs in a HYL1-dependent manner, which reveals a previously unknown and negative role of HYL1 in miRNA biogenesis. Taken together, our findings reveal a dual role of AAR2 in miRNA biogenesis and pre-messenger RNA splicing.	2022	<i>Arabidopsis</i> AAR2, a conserved splicing factor in eukaryotes, acts in microRNA biogenesis.	36191209	AAR2	C20orf4	primary_symbol
NA	10.1101/2022.06.26.497656	MicroRNAs (miRNAs) play an essential role in plant growth and development, and as such, their biogenesis is fine-tuned via regulation of the core microprocessor components. Here, we report that Arabidopsis AAR2, a homolog of a U5 snRNP assembly factor in yeast and humans, not only acts in splicing but also promotes miRNA biogenesis. AAR2 interacts with the microprocessor component HYPONASTIC LEAVES1 (HYL1) in the cytoplasm, nucleus and dicing bodies. In aar2 mutants, abundance of nonphosphorylated HYL1, the active form of HYL1, and the number of HYL1-labeled dicing bodies are reduced. Primary miRNA (pri-miRNA) accumulation is compromised despite normal promoter activities of MIR genes in aar2 mutants. RNA decay assays show that the aar2-1 mutation leads to faster degradation of pri-miRNAs in a HYL1-dependent manner, which reveals a previously unknown and negative role of HYL1 in miRNA biogenesis. Taken together, our findings reveal a dual role of AAR2 in miRNA biogenesis and pre-mRNA splicing. <h4>Significance</h4> In yeast and humans, AAR2 is involved in pre-mRNA splicing through regulating U5 snRNP assembly. This study shows that Arabidopsis AAR2 promotes microRNA (miRNA) accumulation in addition to its conserved role in pre-mRNA splicing. AAR2 is associated with the microprocessor component HYL1 and promotes its dephosphorylation to produce the active form in miRNA biogenesis. The study also reveals a previously unknown role of HYL1 in causing the degradation of the primary precursors to miRNAs (pri-miRNAs) and a role of AAR2 in protecting pri-miRNAs from HYL1-depedent degradation. Taken together, our findings provide new insights into the role of a conserved splicing factor in miRNA biogenesis in plants.	2022	Arabidopsis AAR2, a conserved splicing factor in eukaryotes, acts in microRNA biogenesis	NA	AAR2	C20orf4	primary_symbol
NA	10.1021/acs.jmedchem.2c01165	The identification of starting points for compound development is one of the key steps in early-stage drug discovery. Information-rich techniques such as crystallographic fragment screening can potentially increase the efficiency of this step by providing the structural information of the binding mode of the ligands in addition to the mere binding information. Here, we present the crystallographic screening of our 1000-plus-compound F2X-Universal Library against the complex of the yeast spliceosomal Prp8 RNaseH-like domain and the snRNP assembly factor Aar2. The observed 269 hits are distributed over 10 distinct binding sites on the surface of the protein-protein complex. Our work shows that hit clusters from large-scale crystallographic fragment screening campaigns identify known interaction sites with other proteins and suggest putative additional interaction sites. Furthermore, the inherent binding pose validation within the hit clusters may accelerate downstream compound optimization.	2022	Large-Scale Crystallographic Fragment Screening Expedites Compound Optimization and Identifies Putative Protein-Protein Interaction Sites.	36260741	AAR2	C20orf4	primary_symbol
PMC8883442	10.15252/msb.202110820	Protein kinases play an important role in cellular signaling pathways and their dysregulation leads to multiple diseases, making kinases prime drug targets. While more than 500 human protein kinases are known to collectively mediate phosphorylation of over 290,000 S/T/Y sites, the activities have been characterized only for a minor, intensively studied subset. To systematically address this discrepancy, we developed a human kinase array in Saccharomyces cerevisiae as a simple readout tool to systematically assess kinase activities. For this array, we expressed 266 human kinases in four different S. cerevisiae strains and profiled ectopic growth as a proxy for kinase activity across 33 conditions. More than half of the kinases showed an activity-dependent phenotype across many conditions and in more than one strain. We then employed the kinase array to identify the kinase(s) that can modulate protein-protein interactions (PPIs). Two characterized, phosphorylation-dependent PPIs with unknown kinase-substrate relationships were analyzed in a phospho-yeast two-hybrid assay. CK2α1 and SGK2 kinases can abrogate the interaction between the spliceosomal proteins AAR2 and PRPF8, and NEK6 kinase was found to mediate the estrogen receptor (ERα) interaction with 14-3-3 proteins. The human kinase yeast array can thus be used for a variety of kinase activity-dependent readouts.	2022	A human kinase yeast array for the identification of kinases modulating phosphorylation-dependent protein-protein interactions.	35225431	AAR2	C20orf4	primary_symbol
PMC10149277	10.1016/j.sjbs.2023.103648	Endogenous viral elements (EVEs) are integrations of whole or partial viral genomes into the host genome, where they act as host alleles. They exist in a wide range of plant species including <i>Theobroma cacao</i>, the source of chocolate. Because of the international transfer of cacao germplasm, it is important to discriminate between the presence of these inserts and any episomal viruses that may be present in the material. This study was designed to survey a wide range of cacao germplasm, to assess the number, length, orientation, and precise location of the inserts and to identify any effect on the transcription of the gene into which they are inserted. Using a combination of bioinformatic, genetic and molecular approaches, we cloned and sequenced a series of different inserts, including one full-length virus sequence. We also identified, for the first time, an inhibitory effect of the insert on the expression of host genes. Such information is of practical importance in determining the regulation of germplasm transfer and of fundamental relevance to aiding an understanding of the role that such inserts may have on the performance of the host plant.	2023	Bioinformatic, genetic and molecular analysis of several badnavirus sequences integrated in the genomes of diverse cocoa (<i>Theobroma cacao</i> L.) germplasm.	37131491	AAR2	C20orf4	primary_symbol
PMC8772380	10.1021/acs.biochem.1c00503	Ribonucleotide reductase (RNR) is an essential enzyme with a complex mechanism of allosteric regulation found in nearly all living organisms. Class I RNRs are composed of two proteins, a large α-subunit (R1) and a smaller β-subunit (R2) that exist as homodimers, that combine to form an active heterotetramer. <i>Aquifex aeolicus</i> is a hyperthermophilic bacterium with an unusual RNR encoding a 346-residue intein in the DNA sequence encoding its R2 subunit. We present the first structures of the <i>A. aeolicus</i> R1 and R2 (AaR1 and AaR2, respectively) proteins as well as the biophysical and biochemical characterization of active and inactive <i>A. aeolicus</i> RNR. While the active oligomeric state and activity regulation of <i>A. aeolicus</i> RNR are similar to those of other characterized RNRs, the X-ray crystal structures also reveal distinct features and adaptations. Specifically, AaR1 contains a β-hairpin hook structure at the dimer interface, which has an interesting π-stacking interaction absent in other members of the NrdAh subclass, and its ATP cone houses two ATP molecules. We determined structures of two AaR2 proteins: one purified from a construct lacking the intein (AaR2) and a second purified from a construct including the intein sequence (AaR2_genomic). These structures in the context of metal content analysis and activity data indicate that AaR2_genomic displays much higher iron occupancy and activity compared to AaR2, suggesting that the intein is important for facilitating complete iron incorporation, particularly in the Fe2 site of the mature R2 protein, which may be important for the survival of <i>A. aeolicus</i> in low-oxygen environments.	2022	Structural and Biochemical Investigation of Class I Ribonucleotide Reductase from the Hyperthermophile <i>Aquifex aeolicus</i>.	34941255	AAR2	C20orf4	primary_symbol
PMC10216113	10.3390/biom13050848	Oxidative stress participates at the baseline of different non-communicable pathologies such as cardiovascular diseases. Excessive formation of reactive oxygen species (ROS), above the signaling levels necessary for the correct function of organelles and cells, may contribute to the non-desired effects of oxidative stress. Platelets play a relevant role in arterial thrombosis, by aggregation triggered by different agonists, where excessive ROS formation induces mitochondrial dysfunction and stimulate platelet activation and aggregation. Platelet is both a source and a target of ROS, thus we aim to analyze both the platelet enzymes responsible for ROS generation and their involvement in intracellular signal transduction pathways. Among the proteins involved in these processes are Protein Disulphide Isomerase (PDI) and NADPH oxidase (NOX) isoforms. By using bioinformatic tools and information from available databases, a complete bioinformatic analysis of the role and interactions of PDI and NOX in platelets, as well as the signal transduction pathways involved in their effects was performed. We focused the study on analyzing whether these proteins collaborate to control platelet function. The data presented in the current manuscript support the role that PDI and NOX play on activation pathways necessary for platelet activation and aggregation, as well as on the platelet signaling imbalance produced by ROS production. Our data could be used to design specific enzyme inhibitors or a dual inhibition for these enzymes with an antiplatelet effect to design promising treatments for diseases involving platelet dysfunction.	2023	An Overview of Two Old Friends Associated with Platelet Redox Signaling, the Protein Disulfide Isomerase and NADPH Oxidase.	37238717	AAR2	C20orf4	primary_symbol
PMC8789047	10.1093/nar/gkab1267	Biogenesis of the U5 small nuclear ribonucleoprotein (snRNP) is an essential and highly regulated process. In particular, PRPF8, one of U5 snRNP main components, requires HSP90 working in concert with R2TP, a cochaperone complex containing RUVBL1 and RUVBL2 AAA-ATPases, and additional factors that are still poorly characterized. Here, we use biochemistry, interaction mapping, mass spectrometry and cryoEM to study the role of ZNHIT2 in the regulation of the R2TP chaperone during the biogenesis of PRPF8. ZNHIT2 forms a complex with R2TP which depends exclusively on the direct interaction of ZNHIT2 with the RUVBL1-RUVBL2 ATPases. The cryoEM analysis of this complex reveals that ZNHIT2 alters the conformation and nucleotide state of RUVBL1-RUVBL2, affecting its ATPase activity. We characterized the interactions between R2TP, PRPF8, ZNHIT2, ECD and AAR2 proteins. Interestingly, PRPF8 makes a direct interaction with R2TP and this complex can incorporate ZNHIT2 and other proteins involved in the biogenesis of PRPF8 such as ECD and AAR2. Together, these results show that ZNHIT2 participates in the assembly of the U5 snRNP as part of a network of contacts between assembly factors required for PRPF8 biogenesis and the R2TP-HSP90 chaperone, while concomitantly regulating the structure and nucleotide state of R2TP.	2022	CryoEM of RUVBL1-RUVBL2-ZNHIT2, a complex that interacts with pre-mRNA-processing-splicing factor 8.	34951455	AAR2	C20orf4	primary_symbol
NA	10.1101/2021.11.18.469002	Protein kinases play an important role in cellular signaling pathways and their dysregulation leads to multiple diseases, making kinases prime drug targets. While more than 500 human protein kinases are known to collectively mediate phosphorylation of over 290,000 S/T/Y sites, the activities have been characterized only for a minor, intensively studied subset. To systematically address this discrepancy, we developed a human kinase array in Saccharomyces cerevisiae as a simple readout tool to systematically assess kinase activities. For this array, we expressed 266 human kinases in four different Saccharomyces cerevisiae strains and profiled ectopic growth as a proxy for kinase activity across 33 conditions. More than half of the kinases showed an activity-dependent phenotype across many conditions and in more than one strain. We then employed the kinase array to identify the kinase(s) that can modulate protein-protein-interactions (PPIs). Two characterized, phosphorylation-dependent PPIs with unknown kinase-substrate relationships were analyzed in a phospho-yeast two-hybrid assay. CK2α1 and SGK2 kinases can abrogate the interaction between the spliceosomal proteins AAR2 and PRPF8 and NEK6 kinase was found to mediate the estrogen receptor (ERα) interaction with 14-3-3 proteins. The human kinase yeast array can thus be used for a variety of kinase activity-dependent readouts.	2021	A human kinase yeast array for the identification of kinases modulating phosphorylation-dependent protein-protein interactions	NA	AAR2	C20orf4	primary_symbol
PMC9035893	10.3389/fgene.2022.877646	Alternative splicing (AS) is a key step in the post-transcriptional regulation of gene expression that can affect intramuscular fat (IMF). In this study, longissimus dorsi muscles from 30 pigs in high- and low- IMF groups were used to perform Oxford Nanopore Technologies (ONT) full-length sequencing and Illumina strand-specific RNA-seq. A total of 43,688 full-length transcripts were identified, with 4,322 novel genes and 30,795 novel transcripts. Using AStalavista, a total of 14,728 AS events were detected in the longissimus dorsi muscle. About 17.79% of the genes produced splicing isoforms, in which exon skipping was the most frequent AS event. By analyzing the expression differences of mRNAs and splicing isoforms, we found that differentially expressed mRNAs with splicing isoforms could participate in skeletal muscle development and fatty acid metabolism, which might determine muscle-related traits. <i>SERBP1</i>, <i>MYL1</i>, <i>TNNT3</i>, and <i>TNNT1</i> were identified with multiple splicing isoforms, with significant differences in expression. AS events occurring in <i>IFI6</i> and <i>GADD45G</i> may cause significant differences in gene expression. Other AS events, such as ONT.15153.3, may regulate the function of <i>ART1</i> by regulating the expression of different transcripts. Moreover, co-expression and protein-protein interaction (PPI) analysis indicated that several genes (<i>MRPL27</i>, <i>AAR2</i>, <i>PYGM</i>, <i>PSMD4</i>, <i>SCNM1</i>, and <i>HNRNPDL</i>) may be related to intramuscular fat. The splicing isoforms investigated in our research provide a reference for the study of alternative splicing regulation of intramuscular fat deposition.	2022	Integrative Analysis of Nanopore and Illumina Sequencing Reveals Alternative Splicing Complexity in Pig Longissimus Dorsi Muscle.	35480309	AAR2	C20orf4	primary_symbol
PMC9406135	10.3390/biom12081045	Hsp90 is a ubiquitous molecular chaperone involved in many cell signaling pathways, and its interactions with specific chaperones and cochaperones determines which client proteins to fold. Hsp90 has been shown to be involved in the promotion and maintenance of proper protein complex assembly either alone or in association with other chaperones such as the R2TP chaperone complex. Hsp90-R2TP acts through several mechanisms, such as by controlling the transcription of protein complex subunits, stabilizing protein subcomplexes before their incorporation into the entire complex, and by recruiting adaptors that facilitate complex assembly. Despite its many roles in protein complex assembly, detailed mechanisms of how Hsp90-R2TP assembles protein complexes have yet to be determined, with most findings restricted to proteomic analyses and in vitro interactions. This review will discuss our current understanding of the function of Hsp90-R2TP in the assembly, stabilization, and activity of the following seven classes of protein complexes: L7Ae snoRNPs, spliceosome snRNPs, RNA polymerases, PIKKs, MRN, TSC, and axonemal dynein arms.	2022	The Role of Hsp90-R2TP in Macromolecular Complex Assembly and Stabilization.	36008939	AAR2	C20orf4	primary_symbol
PMC8934646	10.1093/nar/gkac087	Biogenesis of spliceosomal small nuclear ribonucleoproteins (snRNPs) and their recycling after splicing require numerous assembly/recycling factors whose modes of action are often poorly understood. The intrinsically disordered TSSC4 protein has been identified as a nuclear-localized U5 snRNP and U4/U6-U5 tri-snRNP assembly/recycling factor, but how TSSC4's intrinsic disorder supports TSSC4 functions remains unknown. Using diverse interaction assays and cryogenic electron microscopy-based structural analysis, we show that TSSC4 employs four conserved, non-contiguous regions to bind the PRPF8 Jab1/MPN domain and the SNRNP200 helicase at functionally important sites. It thereby inhibits SNRNP200 helicase activity, spatially aligns the proteins, coordinates formation of a U5 sub-module and transiently blocks premature interaction of SNRNP200 with at least three other spliceosomal factors. Guided by the structure, we designed a TSSC4 variant that lacks stable binding to the PRPF8 Jab1/MPN domain or SNRNP200 in vitro. Comparative immunoprecipitation/mass spectrometry from HEK293 nuclear extract revealed distinct interaction profiles of wild type TSSC4 and the variant deficient in PRPF8/SNRNP200 binding with snRNP proteins, other spliceosomal proteins as well as snRNP assembly/recycling factors and chaperones. Our findings elucidate molecular strategies employed by an intrinsically disordered protein to promote snRNP assembly, and suggest multiple TSSC4-dependent stages during snRNP assembly/recycling.	2022	The intrinsically disordered TSSC4 protein acts as a helicase inhibitor, placeholder and multi-interaction coordinator during snRNP assembly and recycling.	35188580	AAR2	C20orf4	primary_symbol
PMC9980286	10.1155/2023/4967544	Yiqi Yangyin Decoction (YYD) is a classic traditional Chinese medicine (TCM) formulation to treat lung cancer in clinic. Nevertheless, the active ingredients, key targets, and molecular mechanisms for YYD are still poorly understood. This study is focused on elucidating the pharmacological mechanism of YYD in non-small-cell lung cancer (NSCLC) by using a combined network pharmacology approach and biological experiment validation. Online bioinformatics tools showed that 40 bioactive compounds and 229 putative targets of YYD were associated with anti-NSCLC activity. Protein-Protein Interaction (PPI) network demonstrated AKT1, SRC, JUN, TP53, and EGFR as the top five key targets for YYD against NSCLC. Through enrichment analysis, YYD was found to affect cell proliferation and apoptosis in NSCLC possibly by PI3K-AKT signaling. Molecular docking confirmed a strong binding between the main compounds (quercetin or luteolin) and EGFR. As demonstrated by CCK-8, EdU, and colony formation assays, we found a significant inhibition of YYD on cell proliferation. Moreover, YYD treatment induced cell cycle arrest by affecting p53, p21, and cyclin D1 expression. YYD administration enhanced apoptosis by changing the expression of cleaved caspase-3, Bax, and Bcl-2. Mechanistically, YYD resulted in a significant inactivation of EGFR-PI3K-AKT signaling. Furthermore, EGFR activator significantly reversed YYD-mediated proliferation inhibition and apoptosis. YYD also showed an inhibitory effect on tumor growth in mice. Together, YYD might target the EGFR-PI3K-AKT pathway to repress NSCLC progression.	2023	Integrating Network Pharmacology and Experimental Validation to Elucidate the Mechanism of Yiqi Yangyin Decoction in Suppressing Non-Small-Cell Lung Cancer.	36874921	AAR2	C20orf4	primary_symbol
PMC8840177	10.3390/plants11030300	There is a significant need to gain access to new and better antibacterial agents. Acalypha arvensis, a plant from the Euphorbiaceae family, has been used in traditional medicine for centuries to treat infectious diseases. This manuscript reports the isolation, characterization, and antibacterial screening of 8 natural products extracted from maceration of aerial parts of Acalypha arvensis. Specifically, three extracts were assessed (n-hexane, ethyl acetate, and ethanol), in which antibacterial activity was evaluated against diverse bacterial strains. The ethanolic extract showed the best activity against methicillin-sensitive and methicillin-resistant Staphylococcus aureus, Klebsiella pneumoniae, and Pseudomonas aeruginosa strains, which supports the medicinal properties attributed to this plant. The chromatographic fractions AaR4 and AaR5 were the most bioactive, in which the ellagitannin natural product known as corilagin (1) was identified for the first time in this plant. Therefore, it can be said that this is the main chemical responsible for the observed antibacterial activity. However, we also identified chlorogenic acid (2), rutin (3), quercetin-3-O-glucoside (4), caffeic acid (5), among others (6-8). Hence, this plant can be considered to be a good alternative to treat health-related issues caused by various bacteria.	2022	Ellagitannin, Phenols, and Flavonoids as Antibacterials from Acalypha arvensis (Euphorbiaceae). 	35161281	AAR2	C20orf4	primary_symbol
PMC7685122	10.1002/jgm.3259	<h4>Background</h4>pH-sensitive peptides are a relatively new strategy for conquering the poor endosomal release of cationic polymer-mediated transfection. Modification of antimicrobial peptides by exchanging positively-charged residues with negatively-charged glutamic acid residues (Glu) greatly improves its lytic activity at the endosomal pH, which could improve cationic polymer-mediated transfection.<h4>Methods</h4>In the present study, we investigated the effect of the number of Glu substituted for positively-charged residues on the endosomal escape activity of AR-23 and the ability of mutated AR-23 with respect to enhancing cationic polymer-mediated transfection. Three analogs were synthesized by replacing the positively-charged residues in the AR-23 sequence with Glu one-by-one.<h4>Results</h4>The pH-sensitive lysis ability of the peptides, the effect of peptides on the physicochemical characteristics, the intracellular trafficking, the transfection efficiency and the cytotoxicity of the polyplexes were determined. Increased lytic activity of peptides was observed with the increased number of Glu replacement in the AR-23 sequence at acidic pH. The number of Glu substituted for positively-charged residues of AR-23 dramatically affects its lysis ability at neutral pH. Triple-Glu substitution in the AR-23 sequence greatly improved poly(l-lysine)-mediated gene transfection efficiency at the same time as maintaining low cytotoxicity.<h4>Conclusions</h4>The results indicate that replacement of positively-charged residues with sufficient Glu residues may be considered as a method for designing pH-sensitive peptides, which could be applied as potential enhancers for improving cationic polymer-mediated transfection.	2020	Antimicrobial peptide AR-23 derivatives with high endosomal disrupting ability enhance poly(l-lysine)-mediated gene transfer.	32776410	AAR2	C20orf4	primary_symbol
PMC9864873	10.3390/plants12020342	MicroRNAs are small RNAs, 20-22 nt long, the main role of which is to downregulate gene expression at the level of mRNAs. MiRNAs are fundamental regulators of plant growth and development in response to internal signals as well as in response to abiotic and biotic factors. Therefore, the deficiency or excess of individual miRNAs is detrimental to particular aspects of a plant's life. In consequence, the miRNA levels must be appropriately adjusted. To obtain proper expression of each miRNA, their biogenesis is controlled at multiple regulatory layers. Here, we addressed processes discovered to influence miRNA steady-state levels, such as <i>MIR</i> transcription, co-transcriptional pri-miRNA processing (including splicing, polyadenylation, microprocessor assembly and activity) and miRNA-encoded peptides synthesis. MiRNA stability, RISC formation and miRNA export out of the nucleus and out of the plant cell also define the levels of miRNAs in various plant tissues. Moreover, we show the evolutionary conservation of miRNA biogenesis core proteins across the plant kingdom.	2023	Recent Insights into Plant miRNA Biogenesis: Multiple Layers of miRNA Level Regulation.	36679055	AAR2	C20orf4	primary_symbol
PMC8206348	10.1038/s41467-021-23934-y	U5 snRNP is a complex particle essential for RNA splicing. U5 snRNPs undergo intricate biogenesis that ensures that only a fully mature particle assembles into a splicing competent U4/U6•U5 tri-snRNP and enters the splicing reaction. During splicing, U5 snRNP is substantially rearranged and leaves as a U5/PRPF19 post-splicing particle, which requires re-generation before the next round of splicing. Here, we show that a previously uncharacterized protein TSSC4 is a component of U5 snRNP that promotes tri-snRNP formation. We provide evidence that TSSC4 associates with U5 snRNP chaperones, U5 snRNP and the U5/PRPF19 particle. Specifically, TSSC4 interacts with U5-specific proteins PRPF8, EFTUD2 and SNRNP200. We also identified TSSC4 domains critical for the interaction with U5 snRNP and the PRPF19 complex, as well as for TSSC4 function in tri-snRNP assembly. TSSC4 emerges as a specific chaperone that acts in U5 snRNP de novo biogenesis as well as post-splicing recycling.	2021	TSSC4 is a component of U5 snRNP that promotes tri-snRNP formation.	34131137	AAR2	C20orf4	primary_symbol
PMC9887622	10.1093/molbev/msad011	Eukaryotic genes are characterized by the presence of introns that are removed from pre-mRNA by a spliceosome. This ribonucleoprotein complex is comprised of multiple RNA molecules and over a hundred proteins, which makes it one of the most complex molecular machines that originated during the prokaryote-to-eukaryote transition. Previous works have established that these introns and the spliceosomal core originated from self-splicing introns in prokaryotes. Yet, how the spliceosomal core expanded by recruiting many additional proteins remains largely elusive. In this study, we use phylogenetic analyses to infer the evolutionary history of 145 proteins that we could trace back to the spliceosome in the last eukaryotic common ancestor. We found that an overabundance of proteins derived from ribosome-related processes was added to the prokaryote-derived core. Extensive duplications of these proteins substantially increased the complexity of the emerging spliceosome. By comparing the intron positions between spliceosomal paralogs, we infer that most spliceosomal complexity postdates the spread of introns through the proto-eukaryotic genome. The reconstruction of early spliceosomal evolution provides insight into the driving forces behind the emergence of complexes with many proteins during eukaryogenesis.	2023	Integrating Phylogenetics With Intron Positions Illuminates the Origin of the Complex Spliceosome.	36631250	AAR2	C20orf4	primary_symbol
PMC10070826	10.3389/fendo.2023.1095432	<h4>Background and objectives</h4>Obesity is a global health problem with few pharmacologic options. Semaglutide is a glucagon-like peptide-1 (GLP-1) analogue that induces weight loss. Yet, the role of semaglutide in adipose tissue has not yet been examined. The following study investigated the mechanism of semaglutide on lipid metabolism by analyzing proteomics of epididymal white adipose tissue (eWAT) in obese mice.<h4>Methods</h4>A total of 36 C57BL/6JC mice were randomly divided into a normal-chow diet group (NCD, n = 12), high-fat diet (HFD, n = 12), and HFD+semaglutide group (Sema, n = 12). Mice in the Sema group were intraperitoneally administered semaglutide, and the HFD group and the NCD group were intraperitoneally administered an equal volume of normal saline. Serum samples were collected to detect fasting blood glucose and blood lipids. The Intraperitoneal glucose tolerance test (IPGTT) was used to measure the blood glucose value at each time point and calculate the area under the glucose curve. Tandem Mass Tag (TMT) combined with liquid chromatography-tandem mass spectrometry (LC-MS/MS) were used to study the expression of eWAT, while cellular processes, biological processes, corresponding molecular functions, and related network molecular mechanisms were analyzed by bioinformatics.<h4>Results</h4>Compared with the model group, the semaglutide-treated mice presented 640 differentially expressed proteins (DEPs), including 292 up-regulated and 348 down-regulated proteins. Bioinformatics analysis showed a reduction of CD36, FABP5, ACSL, ACOX3, PLIN2, ANGPTL4, LPL, MGLL, AQP7, and PDK4 involved in the lipid metabolism in the Sema group accompanied by a decrease in visceral fat accumulation, blood lipids, and improvement in glucose intolerance.<h4>Conclusion</h4>Semaglutide can effectively reduce visceral fat and blood lipids and improve glucose metabolism in obese mice. Semaglutide treatment might have beneficial effects on adipose tissues through the regulation of lipid uptake, lipid storage, and lipolysis in white adipose tissue.	2023	Proteomic analysis reveals semaglutide impacts lipogenic protein expression in epididymal adipose tissue of obese mice.	37025414	AAR2	C20orf4	primary_symbol
NA	10.1016/j.str.2020.04.019	Crystallographic fragment screening (CFS) provides excellent starting points for projects concerned with drug discovery or biochemical tool compound development. One of the fundamental prerequisites for effective CFS is the availability of a versatile fragment library. Here, we report on the assembly of the 1,103-compound F2X-Universal Library and its 96-compound sub-selection, the F2X-Entry Screen. Both represent the available fragment chemistry and are highly diverse in terms of their 3D-pharmacophore variations. Validation of the F2X-Entry Screen in CFS campaigns using endothiapepsin and the Aar2/RNaseH complex yielded hit rates of 30% and 21%, respectively, and revealed versatile binding sites. Dry presentation of the libraries allows CFS campaigns to be carried out with or without the co-solvent DMSO present. Most of the hits in our validation campaigns could be reproduced also in the absence of DMSO. Consequently, CFS can be carried out more efficiently and for a wider range of conditions and targets.	2020	F2X-Universal and F2X-Entry: Structurally Diverse Compound Libraries for Crystallographic Fragment Screening.	32413289	AAR2	C20orf4	primary_symbol
NA	10.1089/dna.2020.5574	"Colorectal cancer (CRC) patients with KRAS mutation are refractory and usually have poor prognosis. We aimed to identify the hub gene associated with KRAS mutant CRCs. Weighted gene coexpression network analysis (WGCNA) was used to calculate the key module and the hub genes in GSE39582. Combined with the protein-protein interaction (PPI) network and survival analysis, the real hub gene was identified and further validated. With the highest module significance value and correlation coefficient, the blue module was selected as the key module, 19 genes were identified as the hub gene candidates. The above genes were significantly downregulated in KRAS mutant CRCs compared with the wild type. Four genes (<i>AAR2, PSMA7, NELFCD,</i> and <i>PIGU</i>) were further screened as the potential hub genes by the PPI network. Low expression of <i>PIGU</i> for KRAS mutant patients had a poor prognosis. Therefore, <i>PIGU</i> was identified as the hub gene. <i>PIGU</i> expression was also downregulated in other two CRC datasets. ""MAPK SIGNALING PATHWAY"" was enriched in <i>PIGU</i> lowly expressed samples. <i>PIGU</i> was identified and validated to be closely related to KRAS mutation. It could be a potential prognosis biomarker and a novel treatment target for KRAS mutant CRC patients."	2020	Identification of <i>PIGU</i> as the Hub Gene Associated with KRAS Mutation in Colorectal Cancer by Coexpression Analysis.	32552000	AAR2	C20orf4	primary_symbol
